,ilkid,first_name,last_name,position_x,firstseason,lastseason,h_feet,h_inches,weight_x,college,birthdate_x,birth_year,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate_y,school,country,last_affiliation,height,weight_y,season_exp,jersey,position_y,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
694,ENDRENE01,ned,endress,F,1946,1946,6.0,2.0,200.0,Akron,1918-03-02 00:00:00,1918,76669,Ned Endress,"Endress, Ned",N. Endress,ned-endress,1918-03-02 00:00:00,Akron,USA,Akron/USA,6-2,200.0,1.0,,Forward,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_ned_endress,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
695,ENGLECH01,chris,engler,C,1982,1987,6.0,11.0,245.0,Wyoming,1959-03-01 00:00:00,1959,76670,Chris Engler,"Engler, Chris",C. Engler,chris-engler,1959-03-01 00:00:00,Wyoming,USA,Wyoming/USA,6-11,245.0,5.0,50,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_chris_engler,1982.0,1987.0,N,Y,Y,1982,3,60,N
696,ENGLEWA01,wayne,englestad,F,1988,1988,6.0,8.0,245.0,California-Irvine,1963-12-06 00:00:00,1963,76671,Wayne Englestad,"Englestad, Wayne",W. Englestad,wayne-englestad,1963-12-06 00:00:00,California-Irvine,USA,California-Irvine/USA,6-8,245.0,1.0,43,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_wayne_englestad,1988.0,1988.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
697,ENGLIAJ01,a.j.,english,G,1990,1991,6.0,3.0,175.0,Virginia Union,1967-07-11 00:00:00,1967,76672,A.J. English,"English, A.J.",A. English,aj-english,1967-07-11 00:00:00,Virginia Union,USA,Virginia Union/USA,6-3,175.0,2.0,14,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_aj_english,1990.0,1991.0,N,Y,Y,1990,2,37,N
698,ENGLIAL01,alex,english,F,1976,1990,6.0,7.0,190.0,South Carolina,1954-01-05 00:00:00,1954,76673,Alex English,"English, Alex",A. English,alex-english,1954-01-05 00:00:00,South Carolina,USA,South Carolina/USA,6-8,190.0,15.0,2,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_alex_english,1976.0,1990.0,N,Y,Y,1976,2,23,N
699,ENGLICL01,claude,english,G,1970,1970,6.0,4.0,185.0,Rhode Island,1946-12-26 00:00:00,1946,76674,Claude English,"English, Claude",C. English,claude-english,1946-12-26 00:00:00,Rhode Island,USA,Rhode Island/USA,6-4,185.0,1.0,15,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_claude_english,1970.0,1970.0,N,Y,Y,1970,7,110,N
700,ENGLIJO01,jojo,english,G,1992,1994,6.0,4.0,195.0,South Carolina,1970-02-04 00:00:00,1970,76676,Jojo English,"English, Jojo",J. English,jojo-english,1970-02-04 00:00:00,South Carolina,USA,South Carolina/USA,6-4,195.0,3.0,3,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_jo_jo_english,1992.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
701,ENGLISC01,scott,english,F,1972,1974,6.0,6.0,205.0,UTEP,1950-10-20 00:00:00,1950,76675,Scott English,"English, Scott",S. English,scott-english,1950-10-20 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-6,205.0,1.0,14,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_scott_english,1972.0,1972.0,N,Y,Y,1972,3,33,N
702,ENGLUGE01,gene,englund,F,1949,1949,6.0,4.5,205.0,Wisconsin,1917-10-21 00:00:00,1917,76677,Gene Englund,"Englund, Gene",G. Englund,gene-englund,1917-10-21 00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,205.0,1.0,10,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_gene_englund,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
703,ERIASBO01,bo,erias,F,1957,1957,6.0,3.0,220.0,Niagara,1932-07-30 00:00:00,1932,76679,Bo Erias,"Erias, Bo",B. Erias,bo-erias,1932-07-30 00:00:00,Niagara,USA,Niagara/USA,6-3,220.0,1.0,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bo_erias,1957.0,1957.0,N,Y,Y,1954,5,43,N
704,ERICKKE01,keith,erickson,F,1965,1976,6.0,5.0,195.0,UCLA,1944-04-19 00:00:00,1944,76680,Keith Erickson,"Erickson, Keith",K. Erickson,keith-erickson,1944-04-19 00:00:00,UCLA,USA,UCLA/USA,6-5,195.0,12.0,14,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1965.0,1976.0,N,Y,Y,1965,3,18,N
705,ERVINJU01,julius,erving,F,1971,1986,6.0,6.0,200.0,Massachusetts,1950-02-22 00:00:00,1950,76681,Julius Erving,"Erving, Julius",J. Erving,julius-erving,1950-02-22 00:00:00,Massachusetts,USA,Massachusetts/USA,6-7,200.0,11.0,6,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_julius_erving,1976.0,1986.0,N,Y,Y,1972,1,12,Y
706,ESCHMEV01,evan,eschmeyer,C,1999,2002,6.0,11.0,255.0,Northwestern,1975-05-30 00:00:00,1975,1915,Evan Eschmeyer,"Eschmeyer, Evan",E. Eschmeyer,evan-eschmeyer,1975-05-30 00:00:00,Northwestern,USA,Northwestern/USA,6-11,250.0,5.0,00,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,evan_eschmeyer,1999.0,2003.0,N,Y,Y,1999,2,34,N
707,ESKRIJA01,jack,eskridge,C,1948,1948,6.0,5.0,200.0,Kansas,1924-01-21 00:00:00,1924,76682,Jack Eskridge,"Eskridge, Jack",J. Eskridge,jack-eskridge,1924-01-21 00:00:00,Kansas,USA,Kansas/USA,6-5,200.0,1.0,,Center,Inactive,N,1610610029,Jets,JET,jets,Indianapolis,HISTADD_jack_eskridge,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
708,EVANSBO01,bob,evans,G,1949,1949,6.0,2.0,175.0,Butler,1925-05-31 00:00:00,1925,76687,Bob Evans,"Evans, Bob",B. Evans,bob-evans,1925-05-31 00:00:00,Butler,USA,Butler/USA,6-2,175.0,1.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_bob_evans,1949.0,1949.0,N,Y,Y,1949,4,,N
709,EVANSEA01,earl,evans,F,1979,1979,6.0,8.0,202.0,UNLV,1955-11-11 00:00:00,1955,76685,Earl Evans,"Evans, Earl",E. Evans,earl-evans,1955-11-11 00:00:00,UNLV,USA,UNLV/USA,6-8,202.0,1.0,,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_earl_evans,1979.0,1979.0,N,Y,Y,1978,8,157,N
710,EVANSMA01,maurice,evans,F,2001,2004,6.0,5.0,220.0,Texas,1978-11-08 00:00:00,1978,2230,Maurice Evans,"Evans, Maurice",M. Evans,maurice-evans,1978-11-08 00:00:00,Texas,USA,Texas-Austin/USA,6-5,220.0,10.0,6,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,maurice_evans,2001.0,2011.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
711,EVANSRE01,reggie,evans,F,2002,2004,6.0,8.0,245.0,Iowa,1980-05-18 00:00:00,1980,2501,Reggie Evans,"Evans, Reggie",R. Evans,reggie-evans,1980-05-18 00:00:00,Iowa,USA,Iowa/USA,6-8,245.0,13.0,30,Center-Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,reggie_evans,2002.0,2014.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
712,FABELJO01,joe,fabel,F,1946,1946,6.0,1.0,190.0,Pittsburgh,1913-09-04 00:00:00,1913,76690,Joe Fabel,"Fabel, Joe",J. Fabel,joe-fabel,1913-09-04 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-1,190.0,1.0,,Forward,Inactive,N,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_joe_fabel,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
713,FAIRCJO01,john,fairchild,F,1965,1969,6.0,7.5,205.0,Brigham Young,1943-04-28 00:00:00,1943,76691,John Fairchild,"Fairchild, John",J. Fairchild,john-fairchild,1943-04-28 00:00:00,Brigham Young,USA,Brigham Young/USA,6-7,205.0,1.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_john_fairchild,1965.0,1965.0,N,Y,Y,1965,2,16,N
714,FARBMPH01,phil,farbman,F,1948,1948,6.0,1.0,185.0,CCNY,1924-04-03 00:00:00,1924,76692,Phil Farbman,"Farbman, Phil",P. Farbman,phil-farbman,1924-04-03 00:00:00,City College of New York,USA,City College of New York/USA,6-1,185.0,1.0,8,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_phil_farbman,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
715,FARLEDI01,dick,farley,G,1954,1958,6.0,4.0,190.0,Indiana,1932-04-13 00:00:00,1932,76693,Dick Farley,"Farley, Dick",D. Farley,dick-farley,1932-04-13 00:00:00,Indiana,USA,Indiana/USA,6-4,190.0,3.0,22,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_dick_farley,1954.0,1958.0,N,Y,Y,1954,2,15,N
716,FARMEJI01,jim,farmer,F,1987,1993,6.0,4.0,190.0,Alabama,1964-09-23 00:00:00,1964,76695,Jim Farmer,"Farmer, Jim",J. Farmer,jim-farmer,1964-09-23 00:00:00,Alabama,USA,Alabama/USA,6-4,190.0,5.0,22,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jim_farmer,1987.0,1993.0,N,Y,Y,1987,1,20,N
717,FARMEMI01,mike,farmer,F,1958,1965,6.0,7.0,210.0,San Francisco,1936-09-26 00:00:00,1936,76694,Mike Farmer,"Farmer, Mike",M. Farmer,mike-farmer,1936-09-26 00:00:00,San Francisco,USA,San Francisco/USA,6-7,210.0,7.0,12,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_mike_farmer,1958.0,1965.0,N,Y,Y,1958,1,3,N
718,FARMETO01,tony,farmer,F,1997,1999,6.0,9.0,244.0,Nebraska,1970-01-03 00:00:00,1970,1108,Tony Farmer,"Farmer, Tony",T. Farmer,tony-farmer,1970-01-03 00:00:00,Nebraska,USA,Nebraska/USA,6-9,244.0,3.0,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,tony_farmer,1997.0,1999.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
719,FEDORDA01,dave,fedor,F,1962,1962,6.0,6.0,190.0,Florida State,1940-12-10 00:00:00,1940,76697,Dave Fedor,"Fedor, Dave",D. Fedor,dave-fedor,1940-12-10 00:00:00,Florida State,USA,Florida State/USA,6-6,190.0,1.0,17,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_dave_fedor,1962.0,1962.0,N,Y,Y,1962,3,23,N
720,FEHERBU01,butch,feher,G,1976,1976,6.0,4.0,185.0,Vanderbilt,1954-05-19 00:00:00,1954,76699,Butch Feher,"Feher, Butch",B. Feher,butch-feher,1954-05-19 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,185.0,1.0,7,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_butch_feher,1976.0,1976.0,N,Y,Y,1976,2,33,N
721,FEICKJA01,jamie,feick,F,1996,2000,6.0,9.0,255.0,Michigan State,1974-07-03 00:00:00,1974,994,Jamie Feick,"Feick, Jamie",J. Feick,jamie-feick,1974-07-03 00:00:00,Michigan State,USA,Michigan State/USA,6-8,255.0,6.0,14,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,jamie_feick,1996.0,2002.0,N,Y,Y,1996,2,48,N
722,FEIERRO01,ron,feiereisel,G,1955,1955,6.0,3.0,185.0,DePaul,1931-08-06 00:00:00,1931,76701,Ron Feiereisel,"Feiereisel, Ron",R. Feiereisel,ron-feiereisel,1931-08-06 00:00:00,DePaul,USA,DePaul/USA,6-3,185.0,1.0,22,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_ron_feiereisel,1955.0,1955.0,N,Y,Y,1953,,,N
723,FEITLDA01,dave,feitl,C,1986,1991,6.0,11.0,235.0,UTEP,1962-06-08 00:00:00,1962,76703,Dave Feitl,"Feitl, Dave",D. Feitl,dave-feitl,1962-06-08 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-11,235.0,5.0,45,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_dave_feitl,1986.0,1991.0,N,Y,Y,1986,2,43,N
724,FELIXRA01,ray,felix,C,1953,1961,6.0,11.0,220.0,LIU,1930-12-10 00:00:00,1930,76704,Ray Felix,"Felix, Ray",R. Felix,ray-felix,1930-12-10 00:00:00,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,6-11,220.0,9.0,14,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_ray_felix,1953.0,1961.0,N,Y,Y,1953,1,1,N
725,FENDLJA01,jake,fendley,G,1951,1952,6.0,0.0,180.0,Northwestern,1929-06-12 00:00:00,1929,76705,Jake Fendley,"Fendley, Jake",J. Fendley,jake-fendley,1929-06-12 00:00:00,Northwestern,USA,Northwestern/USA,6-0,180.0,2.0,6,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jake_fendley,1951.0,1952.0,N,Y,Y,1951,3,23,N
726,FENLEBI01,bill,fenley,F,1946,1946,6.0,3.0,190.0,Manhattan,1922-02-08 00:00:00,1922,76706,Bill Fenley,"Fenley, Bill",B. Fenley,bill-fenley,1922-02-08 00:00:00,Manhattan,USA,Manhattan/USA,6-3,190.0,1.0,7,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bill_fenley,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
727,FERGUDE01,desmond,ferguson,F,2003,2003,6.0,7.0,203.0,Detroit,1977-07-22 00:00:00,1977,2724,Desmond Ferguson,"Ferguson, Desmond",D. Ferguson,desmond-ferguson,1977-07-22 00:00:00,Detroit,USA,Detroit/USA,6-7,210.0,2.0,5,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,desmond_ferguson,2003.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
728,FERNSER01,eric,fernsten,C,1975,1983,6.0,10.0,205.0,San Francisco,1953-11-01 00:00:00,1953,76707,Eric Fernsten,"Fernsten, Eric",E. Fernsten,eric-fernsten,1953-11-01 00:00:00,San Francisco,USA,San Francisco/USA,6-10,205.0,6.0,45,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_eric_fernsten,1975.0,1983.0,N,Y,Y,1975,4,62,N
729,FERRAAL01,al,ferrari,G,1955,1962,6.0,4.0,190.0,Michigan State,1933-07-06 00:00:00,1933,76708,Al Ferrari,"Ferrari, Al",A. Ferrari,al-ferrari,1933-07-06 00:00:00,Michigan State,USA,Michigan State/USA,6-4,190.0,6.0,22,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_al_ferrari,1955.0,1962.0,N,Y,Y,1955,3,15,N
730,FERRERO01,rolando,ferreira,F,1988,1988,7.0,1.0,240.0,Houston,1964-05-24 00:00:00,1964,76709,Rolando Ferreira,"Ferreira, Rolando",R. Ferreira,rolando-ferreira,1964-05-24 00:00:00,Houston,USA,Houston/USA,7-1,240.0,1.0,32,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_rolando_ferreira,1988.0,1988.0,N,Y,Y,1988,2,26,N
731,FERREDU01,duane,ferrell,F,1988,1998,6.0,7.0,209.0,Georgia Tech,1965-02-28 00:00:00,1965,273,Duane Ferrell,"Ferrell, Duane",D. Ferrell,duane-ferrell,1965-02-28 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-7,215.0,11.0,33,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,duane_ferrell,1988.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
732,FERRIAR01,arnie,ferrin,F,1948,1950,6.0,2.0,180.0,Utah,1925-07-29 00:00:00,1925,76711,Arnie Ferrin,"Ferrin, Arnie",A. Ferrin,arnie-ferrin,1925-07-29 00:00:00,Utah,USA,Utah/USA,6-4,180.0,3.0,18,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_arnie_ferrin,1948.0,1950.0,N,Y,Y,1948,,,N
733,FERRYBO01,bob,ferry,C,1959,1968,6.0,8.0,230.0,Saint Louis,1937-05-31 00:00:00,1937,76712,Bob Ferry,"Ferry, Bob",B. Ferry,bob-ferry,1937-05-31 00:00:00,St. Louis,USA,St. Louis/USA,6-8,230.0,10.0,12,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bob_ferry,1959.0,1968.0,N,Y,Y,1959,,,N
734,FERRYDA01,danny,ferry,F,1990,2002,6.0,10.0,230.0,Duke,1966-10-17 00:00:00,1966,198,Danny Ferry,"Ferry, Danny",D. Ferry,danny-ferry,1966-10-17 00:00:00,Duke,USA,Duke/USA,6-10,235.0,14.0,35,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,danny_ferry,1990.0,2002.0,N,Y,Y,1989,1,2,N
735,FIELDKE01,kenny,fields,F,1984,1987,6.0,5.0,220.0,UCLA,1962-02-09 00:00:00,1962,76713,Kenny Fields,"Fields, Kenny",K. Fields,kenny-fields,1962-02-09 00:00:00,UCLA,USA,UCLA/USA,6-5,220.0,4.0,54,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_kenny_fields,1984.0,1987.0,N,Y,Y,1984,1,21,N
736,FILIPRO01,ron,filipek,F,1967,1967,6.0,5.0,205.0,Tennessee Tech,1944-02-05 00:00:00,1944,76714,Ron Filipek,"Filipek, Ron",R. Filipek,ron-filipek,1944-02-05 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,6-5,205.0,1.0,20,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ron_filipek,1967.0,1967.0,N,Y,Y,1967,9,100,N
737,FILLMGR01,greg,fillmore,C,1970,1971,7.0,1.0,240.0,Cheyney State,1947-03-07 00:00:00,1947,76715,Greg Fillmore,"Fillmore, Greg",G. Fillmore,greg-fillmore,1947-03-07 00:00:00,Cheyney,USA,Cheyney/USA,7-1,240.0,2.0,34,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_greg_fillmore,1970.0,1971.0,N,Y,Y,1970,8,136,N
738,FINKEHA01,hank,finkel,C,1966,1974,7.0,0.0,240.0,Dayton,1942-04-20 00:00:00,1942,76716,Hank Finkel,"Finkel, Hank",H. Finkel,hank-finkel,1942-04-20 00:00:00,Dayton,USA,Dayton/USA,7-0,240.0,9.0,29,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_hank_finkel,1966.0,1974.0,N,Y,Y,1966,2,17,N
739,FINLEMI01,michael,finley,F,1995,2004,6.0,7.0,215.0,Wisconsin,1973-03-06 00:00:00,1973,714,Michael Finley,"Finley, Michael",M. Finley,michael-finley,1973-03-06 00:00:00,Wisconsin,USA,Wisconsin/USA,6-7,225.0,16.0,40,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,michael_finley,1995.0,2009.0,N,Y,Y,1995,1,21,N
740,FINNDA01,danny,finn,G,1952,1954,6.0,1.0,185.0,St. John's,1928-05-27 00:00:00,1928,76717,Danny Finn,"Finn, Danny",D. Finn,danny-finn,1928-05-27 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185.0,3.0,7,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_danny_finn,1952.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
741,FISHEDE01,derek,fisher,G,1996,2004,6.0,1.0,200.0,Arkansas-Little Rock,1974-08-09 00:00:00,1974,965,Derek Fisher,"Fisher, Derek",D. Fisher,derek-fisher,1974-08-09 00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-1,210.0,18.0,6,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,derek_fisher,1996.0,2013.0,N,Y,Y,1996,1,24,N
742,FITZGDI01,dick,fitzgerald,F,1946,1947,6.0,2.0,175.0,Seton Hall,1920-11-18 00:00:00,1920,76719,Dick Fitzgerald,"Fitzgerald, Dick",D. Fitzgerald,dick-fitzgerald,1920-11-18 00:00:00,Seton Hall,USA,Seton Hall/USA,6-2,175.0,2.0,,Forward,Inactive,N,1610610035,Huskies,HUS,huskies,Toronto,HISTADD_dick_fitzgerald,1946.0,1947.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
743,FIZERMA01,marcus,fizer,F,2000,2004,6.0,8.0,260.0,Iowa State,1978-08-10 00:00:00,1978,2033,Marcus Fizer,"Fizer, Marcus",M. Fizer,marcus-fizer,1978-08-10 00:00:00,Iowa State,USA,Iowa State/USA,,,6.0,,,Inactive,N,0,,,,,marcus_fizer,2000.0,2007.0,Y,Y,Y,2000,1,4,N
744,FLEISJE01,jerry,fleishman,G,1946,1952,6.0,2.0,190.0,NYU,1922-02-14 00:00:00,1922,76721,Jerry Fleishman,"Fleishman, Jerry",J. Fleishman,jerry-fleishman,1922-02-14 00:00:00,New York University,USA,New York University/USA,6-2,190.0,5.0,4,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_jerry_fleishman,1946.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
745,FLEMIAL01,al,fleming,F,1977,1977,6.0,7.0,215.0,Arizona,1954-04-05 00:00:00,1954,76722,Al Fleming,"Fleming, Al",A. Fleming,al-fleming,1954-04-05 00:00:00,Arizona,USA,Arizona/USA,6-7,215.0,1.0,30,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_al_fleming,1977.0,1977.0,N,Y,Y,1976,2,30,N
746,FLEMIED01,ed,fleming,G,1955,1959,6.0,3.0,189.0,Niagara,1933-07-25 00:00:00,1933,76723,Ed Fleming,"Fleming, Ed",E. Fleming,ed-fleming,1933-07-25 00:00:00,Niagara,USA,Niagara/USA,6-3,189.0,5.0,50,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_ed_fleming,1955.0,1959.0,N,Y,Y,1955,3,16,N
747,FLORELU01,luis,flores,G,2004,2004,6.0,1.0,202.0,Manhattan,1981-04-11 00:00:00,1981,2784,Luis Flores,"Flores, Luis",L. Flores,luis-flores,1981-04-11 00:00:00,Manhattan,USA,Manhattan/USA,6-2,195.0,2.0,12,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,luis_flores,2004.0,2004.0,N,Y,Y,2004,2,55,N
748,FLOWEBR01,bruce,flowers,F,1982,1982,6.0,8.0,225.0,Notre Dame,1957-06-13 00:00:00,1957,76725,Bruce Flowers,"Flowers, Bruce",B. Flowers,bruce-flowers,1957-06-13 00:00:00,Notre Dame,USA,Notre Dame/USA,6-8,225.0,1.0,23,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_bruce_flowers,1982.0,1982.0,N,Y,Y,1979,2,26,N
749,FLOYDSL01,sleepy,floyd,G,1982,1994,6.0,3.0,170.0,Georgetown,1960-03-06 00:00:00,1960,76726,Sleepy Floyd,"Floyd, Sleepy",S. Floyd,sleepy-floyd,1960-03-06 00:00:00,Georgetown,USA,Georgetown/USA,6-3,170.0,13.0,12,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_sleepy_floyd,1982.0,1994.0,N,Y,Y,1982,1,13,N
750,FOGLELA01,larry,fogle,G,1975,1975,6.0,5.0,205.0,Canisius,1953-03-19 00:00:00,1953,76728,Larry Fogle,"Fogle, Larry",L. Fogle,larry-fogle,1953-03-19 00:00:00,Canisius,USA,Canisius/USA,6-5,205.0,1.0,44,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_larry_fogle,1975.0,1975.0,N,Y,Y,1975,2,34,N
751,FOLEYJA01,jack,foley,F,1962,1962,6.0,3.0,170.0,Holy Cross,1939-04-19 00:00:00,1939,76729,Jack Foley,"Foley, Jack",J. Foley,jack-foley,1939-04-19 00:00:00,Holy Cross,USA,Holy Cross/USA,6-3,170.0,1.0,7,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jack_foley,1962.0,1962.0,N,Y,Y,1962,2,16,N
752,FORDAL02,alton,ford,F,2001,2003,6.0,9.0,275.0,Houston,1981-05-29 00:00:00,1981,2228,Alton Ford,"Ford, Alton",A. Ford,alton-ford,1981-05-29 00:00:00,Houston,USA,Houston/USA,6-9,280.0,4.0,,Forward,Inactive,N,0,,,,,alton_ford,2001.0,2003.0,Y,Y,Y,2001,2,50,N
753,FORDCH01,chris,ford,G,1972,1981,6.0,5.0,190.0,Villanova,1949-01-11 00:00:00,1949,76733,Chris Ford,"Ford, Chris",C. Ford,chris-ford,1949-01-11 00:00:00,Villanova,USA,Villanova/USA,6-5,190.0,10.0,42,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_chris_ford,1972.0,1981.0,N,Y,Y,1972,2,17,N
754,FORDDO01,don,ford,F,1975,1981,6.0,8.5,215.0,Cal. State-Santa Barbara,1952-12-31 00:00:00,1952,76734,Don Ford,"Ford, Don",D. Ford,don-ford,1952-12-31 00:00:00,California-Santa Barbara,USA,California-Santa Barbara/USA,6-9,215.0,7.0,35,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_don_ford,1975.0,1981.0,N,Y,Y,1975,6,92,N
755,FORDJA01,jake,ford,G,1970,1971,6.0,3.0,180.0,Maryland State,1946-04-29 00:00:00,1946,76735,Jake Ford,"Ford, Jake",J. Ford,jake-ford,1946-04-29 00:00:00,Maryland-Eastern Shore,USA,Maryland-Eastern Shore/USA,6-3,180.0,2.0,33,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jake_ford,1970.0,1971.0,N,Y,Y,1970,2,20,N
756,FORDPH01,phil,ford,G,1978,1984,6.0,2.0,175.0,North Carolina,1956-02-09 00:00:00,1956,76736,Phil Ford,"Ford, Phil",P. Ford,phil-ford,1956-02-09 00:00:00,North Carolina,USA,North Carolina/USA,6-2,175.0,7.0,1,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_phil_ford,1978.0,1984.0,N,Y,Y,1978,1,2,N
757,FORDSH01,sherell,ford,F,1995,1995,6.0,7.0,210.0,Illinois-Chicago,1972-08-26 00:00:00,1972,726,Sherell Ford,"Ford, Sherell",S. Ford,sherell-ford,1972-08-26 00:00:00,Illinois-Chicago,USA,Illinois-Chicago/USA,6-7,210.0,1.0,1,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,sherell_ford,1995.0,1995.0,N,Y,Y,1995,1,26,N
